,store,store_name,branch,user,content,score,big_cate
55867,224594,세시셀라,도산공원점,364545,"['당근', '케잌', '맛집', '유명하다', '방문', '분위기', '깔끔하다', '잇다']",3,카페
55868,224594,세시셀라,도산공원점,177278,"['아우', '커피', '자리', '협소해', '근처', '돼다', '당근', '케이크', '맛집', '검색', '처음', '메뉴판', '보고', '놀라다', '당근', '케이크', '8800', '아메리카노', '7100원', '라떼', '7700원', '입니다', '밥값', '이상', '카페', '군용', '\n\n', '케이크', '분들', '리뷰', '크기', '크다', '부드럽다', '크림', '치즈', '조화', '알맞다', '평소', '당근', '케이크', '좋아하다', '그래도', '맛있다', '당근', '퍼석거리다', '느껴지다', '깔끔하다', '부드럽다', '케이크', '\n\n', '커피', '대비', '별로', '연하다', '밍밍', '\n\n', '케이크', '함께', '음료', '기대', '없이']",3,카페
55869,224594,세시셀라,도산공원점,21542,"['도산', '조용하다', '브런치', '찾다', '요기', '추천', '적당하다', '조용하다', '분위기', '주말', '북적', '실내', '분위기', '원하다', '세시', '셀라', '추천']",4,카페
55870,224594,세시셀라,도산공원점,179727,"['받다', '적다', '쎄다', '셀라', '무조건', '한남', '디뮤', '지엄', '붐비다', '아늑하다', '분위기', '당케', '즐기다', '음료', '그럭저럭', '평타']",3,카페
55871,224594,세시셀라,도산공원점,213971,"['도산', '공원', '이서', '유명하다', '당근', '케이크', '맛집', '뻔햇', '늘다', '금방', '테이블', '바로', '어요', '친구', '생일', '어서', '겸사', '는데', '존맛']",4,카페
55960,225044,센터커피,명동점,166,"['센터', '커피', '동점', '비싸다', '크다', '분위기', '깨끗', '깔끔하다', '아직', '명동', '별로', '임대료', '비싸다', '커피', '내다']",4,카페
55961,225044,센터커피,명동점,213301,"['평범하다', '커피', '치다', '비싸다', '의자', '불편하다', 'but', '라떼']",3,카페
55962,225044,센터커피,명동점,32143,"['산미', '강하다', '커피', '맛있다', '6천원', '이라', '굳이', '방문', '의사', '현재', '공사', '이기다', '커피', '근처', '아러', '바우트', '커피', '맛있다']",3,카페
55968,225046,센터피스,2호점,213776,"['마치', '미국', '\n\n', '에그베네딕트', '살살', '녹다', '맛있다', '아메리카노', '맛있다', '브런치', '메뉴', '음료', '포함', '되어다', '편이', '\n\n', '전체', '인테리어', '깔끔하다', '세련되다', '대구', '추천', '드리다']",4,카페
55977,225133,셀렉토커피,압구정점,391794,"['작고', '아담하다', '규모', '카페', '체인점', '인테리어', '사장', '개인', '취향', '반영', '아기자기하다', '인테리어', '띄다', '전반', '주얼', '소품', '구경', '재미', '카페', '규모', '작다', '테이블', '내부', '의외로', '편입', '\n\n', '하우스', '블렌드', '어썸다크', '선택', '마시다', '가체', '수프', '리모', '마시다', '가체', '콜롬비아', '수프', '리모', '워낙', '유명하다', '비싸다', '판매', '곳도', '많다', '이렇게', '합리', '깜짝', '놀라다', '개인', '어썸다크', '바디', '무겁다', '신맛', '없이', '고소하다', '원두', '좋아하다', '선호']",4,카페
55978,225134,셀렉토커피,인천시청점,664880,"['가성', '커피숍', '솔직하다', '모르다', '가성', '추천']",4,카페
55979,225135,셀렉토커피,충남홍성점,386968,"['무난', '시끄럽다', '자리', '넓다', '조용하다', '찾다']",3,카페
56022,225360,셰프리푸드트럭,현대백화점 부산점,222718,"['현대', '백화점', '범일역', '지하', '볶음밥', '3000원', '내다', '추가', '배부르다', '맛있다']",4,"피자,파스타,스테이크"
56023,225362,셰프리푸드트럭,롯데프리미엄아울렛김해점,49936,"['아울렛', '위치', '음식점', '퀄리티', '굉장하다', '떨어지다', '타코', '맛없다', '보이다', '새우', '마리', '불편하다', '마리', '떨어뜨리다']",3,"피자,파스타,스테이크"
56029,225390,셰프의국수N육개장,청주오송점,374341,"['국수', '신맛', '메뉴', '나쁘다']",3,한식
56030,225390,셰프의국수N육개장,청주오송점,26843,"['오징어', '재료', '오징어', '딱딱하다', '아쉽다']",3,한식
56108,225693,소금집 델리,안국점,192095,"['델리', '살라미', '쏘다', '퀄리티', '맛있다', '8시', '30분', '그니', '치다', '메뉴인', '잠봉', '뵈르', '재료', '소진', '되어다', '주문', '별로', '유명하다', '이탈리안', '히어로', '맛있다', '나중', '그니', '치다', '메뉴', '사워크라우트', '야채', '볶음', '페스', '토도', '맛있다', '북촌', '넓다', '골목길', '이기다', '주차', '좁다']",4,카페
56245,225997,소노야,창원점,129686,"['창원', '뉴코아', '아울렛', '노야', '\n\n', '쇼핑', '출출하다', '채우다', '\n\n', '가게', '분위기', '인테리어', '예쁘다', '\n\n', '김치', '알밥', '돈까스', '튀김', '교자', '만두', '\n\n', '돈까스', '무난', '튀김', '교자', '만두', '일품', '추천', '소유', '라멘', '느끼하다']",4,"돈가스,회,일식"
56254,226015,소노야,코엑스몰점,226106,"['매장', '좁다', '테이블', '작고', '테이블', '간격', '좁다', '우동', '양은', '적당하다', '튀김', '짭짤하다']",3,"돈가스,회,일식"
56255,226029,소니가 짬뽕,시청점,861280,"['무난', '짬뽕', '나쁘다', '만두', '10', '무료', '짬뽕', '모자라다']",4,중식
56301,226365,소담애,탄방동점,151946,"['맛있다', '마늘', '족발', '최근', '도전', '해봤다', '역시']",4,"족발, 보쌈"
56315,226445,소담촌,아차산역점,372209,"['저렴하다', '월남쌈', '샤브샤브', '동안', '야채']",4,한식
56316,226446,소담촌,상봉점,85688,"['얇다', '기다', '건물', '15', '접근성', '떨어지다', '주차', '불가능', '\n\n', '최저', '메뉴', '샤브샤브', '적합하다', '고기', '이상하다', '메뉴', '사실', '평일', '점심', '15000원', '나머지', '20000원', '맞다', '우삼겹', '오리', '훈제', '떡갈비', '샤브샤브', '어울리다', '월남쌈', '메뉴', '한우', '세트', '기본', '포함', '\n\n', '가족', '단위', '손님', '많다', '주말', '휴일', '기다', '\n\n', '샤브샤브', '육수', '맵다', '양념', '구분', '무난', '육수', '버섯', '나머지', '만두', '청경채', '배추', '마늘', '등등', '신선하다', '만족스럽다', '다만', '후식', '커피', '아이스크림', '따로', '별도', '결제', '별로', '퀄리티', '굳이', '받다', '이유', '모르다']",4,한식
56317,226446,소담촌,상봉점,131358,"['샤브샤브', '고기', '제외', '무한리필', '가능', '보통', '소스', '3~4', '가지', '아쉽다']",3,한식
56318,226448,소담촌,노원역점,386997,"['월남쌈', '사브', '샤브', '퀄리티', '훌륭하다', '샐러드', '신선하다', '샤브샤브', '단호박', '쌀국수', '칠리', '땅콩', '소스', '아쉽다', '기다', '나머진', '만족', '카페', '식사', '아이스크림', '커피', '즐기다', '가족', '식사', '식사', '모임', '장소', '추천']",5,한식
56319,226448,소담촌,노원역점,198798,"['셀프', '다양하다', '야채', '부식', '성하다', '맛있다']",5,한식
56332,226471,소담촌,경기광주CGV점,321572,"['야채', '셀프', '담다', '점심', '아주', '배부르다', '맛있다', '식사', '결제', '끝나다', '가볍다', '무료', '카페테리아']",4,한식
56333,226471,소담촌,경기광주CGV점,159599,"['재료', '종류', '많다', '하나', '하나', '신선하다', '커피', '아이스크림', '사장', '친절하다']",5,한식
56334,226471,소담촌,경기광주CGV점,68203,"['cgv', '건물', '소담', '샤브샤브', '회식', '다녀오다', '깔끔하다', '맛있다', '샐러드', '자유롭다', '고기', '제외', '좌석', '깔끔하다']",4,한식
56335,226471,소담촌,경기광주CGV점,292085,"['전체', '인테리어', '깔끔하다', '채소', '등등', '무한', '리필', '가능하다', '충분하다', '가성', '맛있다']",5,한식
56336,226472,소담촌,부천역점,523624,"['깨끗하다', '샐러드', '처럼', '서너', '맛있다', '종류', '많다']",4,한식
56337,226474,소담촌,오목교점,53458,"['채소', '신선하다', '수도', '많다', '직원', '분들', '친절하다', '샤브샤브', '대부분', '거기', '거기', '음식', '보통', '무료', '주차', '2시간', '가능하다', '커피', '매실', '복분자', '주스', '커피', '자판기', '믹스', '커피', '무료', '아메리카노', '500원', '불리', '방문', '의사']",4,한식
56471,227145,소문,광화문점,856133,"['거의', '10년', '가지', '깔끔하다', '시즌', '메뉴', '물어보다']",4,한식
56642,228001,소미감자탕,덕신점,397051,"['배달', '주문', '사골', '육수', '따로', '동봉', '끓이다', '짜지다', '염려', '라면', '사리', '만큼', '맛있다']",4,한식
56714,228211,소백양샤브샤브,영등포점,923459,"['그럭저럭', '고기', '종류', '훠궈', '재료', '다양하다']",3,중식
56776,228419,소소떡볶이,동탄2신도시점,250513,"['다양하다', '떡볶이', '튀김', '바삭바삭', '순대', '보통', '시설', '새롭다', '오픈', '아주', '깔끔하다', '전반', '가끔', '분식']",3,분식
56777,228421,소소떡볶이,한강신도시점,328775,"['떡볶이', '튀김', '스팸', '치즈', '김밥', '맛있다', '배달']",4,분식
56882,228670,소야지,본점,194979,"['갈비살', '창살', '대하', '맛있다', '\n\n', '소야', '프렌', '이즈', '고깃집', '이집', '본점', '부부', '내외', '장사', '분들', '모두', '친절하다', '지점', '다르다', '음식', '퀄리티', '창살', '갈비살', '맛있다', '대하', '또한', '훌륭하다', '서비스', '콩나물', '김칫국', '시원하다', '미국', '소고기', '사용', '돼지고기', '또한', '판매', '저녁', '시간', '웨이팅', '대로', '위치', '따로', '주차장', '\n\n', '소박하다', '분위기', '가성', '수입', '소고기']",5,고기
56969,228999,소육옥,상봉점,244566,"['근처', '갈비살', '이렇게', '맛있다', '모르다']",5,고기
56975,229023,소이연남,한남점,293300,"['유명', '많다', '태국', '국수', '독특하다', '일반', '베트남', '쌀국수', '좀더', '시큼하다', '일부러', '의외로', '스프링롤', '훌륭하다', '서버', '친절하다', '발렛비', '3000원']",3,아시안요리
56976,229023,소이연남,한남점,243883,"['고기', '수준', '국물', '수준', '아주', '청결하다', '친절하다', '회전', '빠르다', '맛집']",5,아시안요리
56977,229023,소이연남,한남점,485567,"['한남동', '연남', '아늑하다', '분위기', '연인', '데이트', '장소', '주문', '고기국수', '국수', '모든', '메뉴', '맛있다', '고수', '주문', '실내', '인테리어', '맘에듬']",5,아시안요리
56978,229023,소이연남,한남점,593182,"['맛있다', '갈다', '맛집', '고기', '맛있다', '역시', '연남']",5,아시안요리
56979,229023,소이연남,한남점,49805,"['기다', '10분', '이면', '빠지다', '인테리어', '이색', '음식', '맛있다', '고기국수', '진하다', '고기', '연하다', '맛있다', '3000원', '추가', '똠얌', '변경', '추천', '똠얌', '좋아하다', '약하다', '똠얌', '강하다', '느껴지다', '뽀삐', '먹기', '크기', '잘려지다', '평범하다', '스프링롤', '쏨땀', '맛있다', '파파야', '아삭아삭', '신선하다']",4,아시안요리
56980,229023,소이연남,한남점,133983,"['일단', '서비스', '칼국수', '국물', '짜지다', '약간', '달콤하다', '우동', '느낌', '오히려']",5,아시안요리
56981,229023,소이연남,한남점,6838,"['특별하다', '느낌', '무난', '남지', '프렌', '이즈', '느낌']",3,아시안요리
56982,229023,소이연남,한남점,82952,"['태국', '쌀국수', '진수', '입맛', '돋다', '쏨땀', '준수', '서버', '부담스럽다', '친절하다']",4,아시안요리
56983,229023,소이연남,한남점,315530,"['맛있다', '국물', '담백하다', '어우러지다', '뽀삐', '소도', '맛있다', '찍다', '양념', '맛있다']",4,아시안요리
56984,229023,소이연남,한남점,173428,"['태국', '소고기', '국수', '좋아하다', '태국', '비슷하다', '따로', '국물', '말아먹다', '맛있다', '좋아하다', '주문', '추천', '가면', '개인', '쏨땀']",4,아시안요리
56985,229023,소이연남,한남점,45481,"['베트남', '음식', '맞다', '여기다', '맛집', '인정']",5,아시안요리
56986,229023,소이연남,한남점,247348,"['소문', '맛있다', '맛집']",5,아시안요리
56987,229024,소이연남,분당점,136933,"['옛날', '연남', '추억', '젖다', '되게', '혼나다']",2,아시안요리
56988,229024,소이연남,분당점,205093,"['태국', '쌀국수', '깜짝', '놀라다', '맛있다', '추천', '레시피', '따라서', '양념', '맛있다', '인생', '쌀국수', '공기', '추가', '국물', '끝장']",5,아시안요리
56989,229024,소이연남,분당점,764772,"['현지', '살리다', '소고기', '굉장하다', '부드럽다', '국물', '약간', '매콤']",4,아시안요리
56990,229024,소이연남,분당점,898548,"['굵다', '고르다', '연남', '본점', '아쉽다', '백화점', '푸드코트', '국물', '고기', '부드러움', '면발', '연남', '쌀국수', '느끼다', '백화점', '푸드코트', '북적', '거려', '싫어하다', '쌀국수', '어쩔', '없이', '간다', '\r\n', '제발', '단독', '매장', '이사']",3,아시안요리
